,Nome da Embarcação,Número de Inscrição no RGP (PPP ou RAEP),Número de Inscrição na Marinha do Brasil,AB,Comprimento,Propulsão,HP,Capacidade do Porão,Volume do Tanque,Tripulação,Número de Covos,Status,UF,Número da Frota,Código IN,Petrecho
13581,HEBELY III,CE00018317,1610033671,7.6,10.71,Motor,140.0,,,3.0,250.0,Deferida,CE,5.01.003,5.2,5. Armadilha
13582,HEBER,SC00218165,443M2013001499,1.0,4.7,Motor,15.0,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13583,HEBRAIN NATAN,SC00052967,4420203463,3.8,9.4,Motor,18.0,,,2.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
13584,HEBREUS,ES00253059,3410230912,2.6,7.0,Motor,229.0,,,3.0,,Deferida,ES,1.06.001,1.14,1. Linha
13585,HEBREUS,SC00265306,4430487430,2.0,7.3,Motor,18.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13586,HEBROM,AP00232365,0220043493,2.2,10.4,Motor,11.0,,1000.0,1.0,,Deferida,AP,2.04.002,2.10,2. Rede de Emalhe
13587,HEBROM,RN00023808,1810041716,7.0,8.0,Motor,90.0,,,5.0,160.0,Deferida,RN,5.01.001,5.1,5. Armadilha
13588,HEBRON,PR00058737,4211494635,5.7,10.3,Motor,36.0,,,3.0,,Deferida,PR,3.02.002,3.9,3. Rede de Arrasto
13589,HEDER,PR00081730,4430058831,0.9,8.5,Motor,22.0,,,1.0,,Deferida,PR,3.02.002,3.9,3. Rede de Arrasto
13590,HEI DE VENCER COM DEUS,PA00122045,0210314265,10.1,12.0,Motor,49.0,,,3.0,,Deferida,PA,2.04.003,2.11,2. Rede de Emalhe
13591,HEIN,SC00168077,442M2007006501,,6.6,Motor,10.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13592,HEIRA D ARAUNA,ES00079597,3420039123,1.31,6.5,Motor,10.0,,,1.0,,Deferida,ES,3.02.002,3.9,3. Rede de Arrasto
13593,HEITOR,SC00320987,4451111145,2.0,7.77,Motor,18.0,3.3,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13594,HEITOR,ES00047278,3410241604,3.8,7.58,Motor,18.0,,100.0,2.0,,Deferida,ES,3.02.002,3.9,3. Rede de Arrasto
13595,HEITOR,SP00073909,4430086753,3.9,9.8,Motor,22.0,,,4.0,,Deferida,SP,3.02.002,3.9,3. Rede de Arrasto
13596,HEITOR,SC00328587,441M2021004237,1.0,5.87,Motor,8.0,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13597,HEITOR II,SC00269338,441M2015003117,,4.9,Motor,15.0,,,2.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
13598,HEITOR II,SC00306481,441M2017005624,1.0,4.45,Motor,3.3,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13599,HEITOR V,ES00328231,3410389717,4.0,7.95,Motor,47.0,,,3.0,,Deferida,ES,1.06.001,1.14,1. Linha
13600,HELANO,CE00033171,161M2007003427,,4.09,Vela,,,,3.0,30.0,Deferida,CE,5.01.004,5.3,5. Armadilha
13601,HELANO,PR00283398,421M2011001011,,5.25,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
13602,HELDER,CE00032687,1620012481,5.9,9.5,Vela,,,100.0,5.0,110.0,Deferida,CE,5.01.004,5.3,5. Armadilha
13603,HELEN,RJ00113076,3810489182,14.3,13.7,Motor,120.0,,,8.0,,Deferida,RJ,1.06.001,1.14,1. Linha
13604,HELEN,SC00061208,4410456610,2.0,9.17,Motor,45.0,,,2.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
13605,HELENA,SC00207688,442M2010000545,,4.6,Remo,,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13606,HELENA,SP00049198,401M2009001628,,6.0,Remo,,,,5.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
13607,HELENA,ES00008304,3420016956,1.9,7.0,Motor,13.0,,,4.0,,Deferida,ES,3.02.002,3.9,3. Rede de Arrasto
13608,HELENA,SC00334668,4430500321,2.0,9.0,Motor,22.0,,,,,Deferida,SC,4.01.002,4.4,4. Rede de Cerco
13609,HELENA,PB00014161,2010071735,2.5,7.9,Motor,50.0,1.0,300.0,6.0,160.0,Deferida,PB,5.01.001,5.1,5. Armadilha
13610,HELENA DE TROIA,SC00302479,4430057389,2.9,9.0,Motor,10.0,0.6,,2.0,,Deferida,SC,4.01.002,4.4,4. Rede de Cerco
13611,HELENA I,PR00079621,4210260151,0.5,8.0,Motor,75.0,,,2.0,,Deferida,PR,3.02.002,3.9,3. Rede de Arrasto
13612,HELENA I,SC00298075,4450098285,1.1,6.86,Motor,9.0,1.2,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13613,HELENA I,SC00247116,441M2014005284,,7.85,Remo,,,,6.0,,Deferida,SC,6.08.001,6.8,6. Diversificada
13614,HELENA III,PA00213189,0230911196,3.29,11.0,Motor,22.0,,,,,Deferida,PA,1.03.004,1.5,1. Linha
13615,HELENA III,PR00079647,4211465317,0.8,8.5,Motor,11.0,,,2.0,,Deferida,PR,3.02.002,3.9,3. Rede de Arrasto
13616,HELENA IV,PR00079659,4211489305,1.7,7.1,Motor,12.0,,,3.0,,Deferida,PR,3.02.002,3.9,3. Rede de Arrasto
13617,HELENA MAR I,CE00018329,1610053346,8.3,10.0,Motor,64.0,,4687.0,5.0,220.0,Deferida,CE,5.01.003,5.2,5. Armadilha
13618,HELENA V,SC00219435,441M2006002706,,3.17,Remo,,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13619,HELENA VALERIA,CE00255657,1630042366,2.8,9.07,Vela,,,,,,Deferida,CE,1.03.005,1.6,1. Linha
13620,HELENA VITORIA I,SC00056229,4430116661,4.6,10.38,Motor,24.0,,200.0,2.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
13621,HELENO,BA00240468,2210133807,5.7,10.0,Motor,125.0,,,3.0,,Deferida,BA,1.06.003,1.12,1. Linha
13622,HELEN PAULA,SC00325385,442M2020001371,2.0,6.5,Motor,30.0,,,1.0,,Deferida,SC,4.01.002,4.4,4. Rede de Cerco
13623,HELIA,CE00029058,161M2007004598,,5.05,Vela,,,,4.0,30.0,Deferida,CE,5.01.004,5.3,5. Armadilha
13624,HELINHA,PA00104189,0210279478,1.4,7.9,Motor,18.0,,,,,Deferida,PA,2.04.003,2.11,2. Rede de Emalhe
13625,HELIO,CE00006938,1620012260,5.0,9.7,Motor,,,3955.0,5.0,220.0,Deferida,CE,5.01.001,5.1,5. Armadilha
13626,HELIO FILHO,PE00018337,2210130573,9.6,9.2,Motor,33.0,,,3.0,220.0,Deferida,PE,5.01.004,5.3,5. Armadilha
13627,HELIO II,CE00096529,1620017326,10.2,10.63,Motor,120.0,,,4.0,250.0,Deferida,CE,5.01.003,5.2,5. Armadilha
13628,HELIO JOSE,AL00226784,2412222614,2.6,7.4,Motor,18.0,,,3.0,,Deferida,AL,3.02.005,3.5,3. Rede de Arrasto
13629,HELITON,SC00245828,4410460196,4.0,10.0,Motor,60.0,,,6.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13630,HELLEN,SC00250055,442M2007006314,,5.0,Remo,,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13631,HELLEN,SC00056237,4410450239,10.0,11.0,Motor,90.0,,,2.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
13632,HELLEN,SC00341245,442M2015006535,1.99,5.0,Motor,8.0,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13633,HELLEN II,MA00231785,1210138221,1.0,6.1,Motor,18.0,,,,,Deferida,MA,2.04.002,2.10,2. Rede de Emalhe
13635,HELLOA,SP00332204,401M2020001911,,7.26,Motor,15.0,,,2.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
13636,HELLOISA,BA00279217,0197255850,3.0,7.5,Motor,,,,3.0,,Deferida,BA,3.02.005,3.5,3. Rede de Arrasto
13637,HELO,SC00337048,443M2022004820,1.0,4.62,Motor,5.0,,,2.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
13638,HELOIM,ES00133778,3410384341,2.1,7.83,Motor,11.0,,7.0,2.0,,Deferida,ES,1.06.001,1.14,1. Linha
13639,HELOIM,SP00323851,401M2020003361,,6.8,Motor,15.0,,,1.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
13640,HELOISA,SC00154674,441M2008001815,,6.5,Remo,,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13641,HELOISA,SC00286934,4420232307,1.5,7.8,Motor,18.0,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13642,HELOISA,SC00329147,443M2018005915,2.0,6.5,Motor,15.0,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13643,HELOÍSA,RJ00327077,386M2021000662,,5.6,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
13644,HELOISA F,SC00041808,4430119830,6.0,8.6,Motor,33.0,,,,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
13645,HELOISA I,SC00305719,441M2015004661,1.0,4.45,Motor,6.5,,,,,Deferida,SC,6.03.001,6.6,6. Diversificada
13646,HELOISA III,PR00079671,4211502956,0.3,7.2,Motor,5.0,,,2.0,,Deferida,PR,3.02.002,3.9,3. Rede de Arrasto
13647,HELOISE,SC00274469,4418913505,3.0,9.07,Motor,22.0,,,2.0,,Deferida,SC,4.01.002,4.4,4. Rede de Cerco
13648,HELOIZA,SP00328959,403M2017002648,,4.99,Motor,15.0,,,1.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
13649,HELOIZA,CE00029060,1830013149,2.0,7.02,Vela,,,,5.0,110.0,Deferida,CE,5.01.004,5.3,5. Armadilha
13650,HELTON,CE00018341,1620017318,6.3,9.6,Motor,45.0,,,4.0,220.0,Deferida,CE,5.01.003,5.2,5. Armadilha
13651,HELTON II,CE00018355,1620022516,1.0,5.49,Vela,,,,4.0,60.0,Deferida,CE,5.01.004,5.3,5. Armadilha
13652,HELVERA,SC00189575,441M2013003320,,4.96,Motor,5.0,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13653,HE MAN,SC00180927,4450072952,2.4,7.1,Motor,18.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13654,HE MAN,RJ00079685,3860001299,2.6,7.45,Motor,18.0,,,1.0,,Deferida,RJ,3.02.002,3.9,3. Rede de Arrasto
13655,HE MAN II,SC00175894,4450055691,1.9,7.7,Motor,18.0,1.9,,6.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13656,HEMAR I,SP00135578,403M2005008433,,4.72,Remo,,,,1.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
13657,HEMER DIAS,ES00142135,3410384481,28.0,14.05,Motor,120.0,,,6.0,,Deferida,ES,1.10.001,1.17,1. Linha
13659,HENING I,ES00018367,3420042655,7.0,9.02,Motor,22.0,1.2,100.0,6.0,200.0,Deferida,ES,5.01.001,5.1,5. Armadilha
13660,HENRI,SP00326799,401M2020001211,,5.95,Motor,15.0,,,1.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
13661,HENRIQUE,RJ00145677,387M2011004297,,7.0,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
13662,HENRIQUE,CE00018379,1620013967,5.6,9.15,Motor,,,,5.0,220.0,Deferida,CE,5.01.004,5.3,5. Armadilha
13663,HENRIQUE,SC00315074,442M2007004885,2.0,6.0,,,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13664,HENRIQUE,SC00309987,4418919741,1.0,7.74,Motor,18.0,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13665,HENRIQUE,SC00293599,4418915940,2.0,6.76,Motor,18.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13666,HENRIQUE,ES00003100,3410232443,1.9,6.73,Motor,18.0,,200.0,3.0,,Deferida,ES,3.02.002,3.9,3. Rede de Arrasto
13667,HENRIQUE 1,SE00213735,2210061873,6.5,9.16,Motor,60.0,,6500.0,3.0,,Deferida,SE,3.02.005,3.5,3. Rede de Arrasto
13668,HENRIQUE CAMINHA,RN00271439,1820025012,0.46,8.8,Motor,75.0,,,,,Deferida,RN,2.02.002,2.5,2. Rede de Emalhe
13669,HENRIQUE E TEODORO,SC00183875,4420210800,14.0,11.3,Motor,140.0,,,4.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
13670,HENRIQUE FILHO,CE00301477,1630046841,29.0,14.62,Motor,145.0,,5600.0,6.0,,Deferida,CE,1.10.001,1.17,1. Linha
13671,HENRIQUE I,RN00105541,1810042224,9.4,11.2,Motor,54.0,,,3.0,300.0,Deferida,RN,5.01.001,5.1,5. Armadilha
13672,HENRIQUE I,RJ00082120,3868890076,4.8,7.8,Motor,18.0,,,1.0,,Deferida,RJ,3.02.002,3.9,3. Rede de Arrasto
13673,HENRIQUE I,CE00102007,161M2007006345,,4.85,Vela,,,,3.0,30.0,Deferida,CE,5.01.004,5.3,5. Armadilha
13674,HENRIQUE II,RJ00108275,386M2011001413,,4.83,Remo,,,,2.0,,Deferida,RJ,6.03.001,6.6,6. Diversificada
13675,HENRIQUE III,PA00018387,1620017849,12.5,11.7,Motor,90.0,,8000.0,3.0,300.0,Deferida,PA,5.01.001,5.1,5. Armadilha
13676,HENRIQUE P,SP00078587,4040095111,4.3,9.5,Motor,115.0,,,3.0,,Deferida,SP,3.02.002,3.9,3. Rede de Arrasto
13677,HENRIQUE SANTOS,PA00237815,0210179911,19.0,16.0,Motor,125.0,,,4.0,,Deferida,PA,2.04.003,2.11,2. Rede de Emalhe
13678,HENRIQUE TELES,RJ00011991,3820107690,6.1,10.7,Motor,170.0,,,8.0,,Deferida,RJ,4.01.001,4.1,4. Rede de Cerco
13679,HENRIQUE V,SC00105037,4430111120,34.0,17.05,Motor,260.0,,,8.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13680,HENRIQUE X,SC00199636,4660011755,16.0,15.4,Motor,125.0,,,,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
13681,HENRIQUE XIV,SC00177898,441M2013001955,,4.1,Motor,2.0,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13682,HENRYQUE,BA00220788,3810421324,4.0,7.8,Motor,30.0,,,1.0,,Deferida,BA,3.02.005,3.5,3. Rede de Arrasto
13683,HENZO DAVI I,RJ00012497,4430091561,37.0,17.5,Motor,190.0,,,14.0,,Deferida,RJ,4.01.005,4.2,4. Rede de Cerco
13684,HENZO GABRIEL,SC00163057,4610070332,19.0,13.72,Motor,100.0,,,4.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
13685,HENZU,SC00288818,4418914218,0.5,6.35,Motor,8.0,,,2.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
13686,HERCULES,SC00318828,441M2018003362,1.0,5.49,Motor,7.5,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13688,HERCULES I,SC00066900,4410446215,5.0,10.0,Motor,60.0,4.0,,2.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
13689,HERCULES I,PA00102277,1630030503,17.0,12.8,Motor,110.0,,8000.0,5.0,,Deferida,PA,1.10.001,1.17,1. Linha
13690,HERCULES II,SC00318998,4418921869,6.0,10.65,Motor,60.0,,,2.0,,Deferida,SC,4.01.002,4.4,4. Rede de Cerco
13691,HERICK,SC00281504,4420233877,1.5,7.0,Remo,,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13692,HERMAN,SC00228788,442M2011002874,,6.0,Motor,,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13693,HERMES,AL00018407,2410152619,7.0,8.45,Motor,18.0,,,3.0,200.0,Deferida,AL,5.01.001,5.1,5. Armadilha
13694,HERMINIA,SC00193258,442M2008004150,,5.5,Motor,15.0,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13695,HERNASKI II,PR00079705,4210233218,16.5,14.3,Motor,17.0,,,3.0,,Deferida,PR,3.02.002,3.9,3. Rede de Arrasto
13696,HERÓI,AL00219041,2410154964,2.6,8.0,Motor,17.0,,,3.0,,Deferida,AL,3.02.005,3.5,3. Rede de Arrasto
13697,HEROI DA FE,SC00079717,4420203501,1.6,8.0,Motor,15.0,,,1.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
13698,HEROI DA FE,PA00311428,0211021601,5.0,11.0,Motor,,,,2.0,,Deferida,PA,1.03.004,1.5,1. Linha
13699,HERÓI DA FÉ,PA00180477,0210988649,5.0,9.1,Motor,22.0,,,2.0,,Deferida,PA,1.03.004,1.5,1. Linha
13700,HERÓI DA FÉ,SP00053827,4030209874,3.0,8.7,Motor,18.0,,,2.0,,Deferida,SP,2.04.001,2.4,2. Rede de Emalhe
13701,HEROI DA FÉ DE CURUÇÁ,PA00100295,0210317361,5.4,8.8,Motor,14.0,,,3.0,,Deferida,PA,2.04.003,2.11,2. Rede de Emalhe
13702,HEROI DA FE I,PA00211049,0210279885,4.6,9.2,Motor,18.0,,,3.0,,Deferida,PA,2.04.003,2.11,2. Rede de Emalhe
13703,HERÓI DA FÉ II,MA00252929,1210141795,3.0,9.7,Motor,23.0,,,,,Deferida,MA,2.04.002,2.10,2. Rede de Emalhe
13704,HEROI DA LUA,PA00112318,0210271779,4.9,8.5,Motor,16.0,,,,,Deferida,PA,2.00.000,null,2. Rede de Emalhe
13705,HEROI DA PESCA DE SALINAS,PA00124617,0210984341,11.0,11.9,Motor,69.0,,,4.0,,Deferida,PA,1.03.004,1.5,1. Linha
13706,HEROI DO MAR,MA00205478,1210139987,1.0,7.8,Motor,18.0,,250.0,2.0,,Deferida,MA,2.04.002,2.10,2. Rede de Emalhe
13707,HEROI DO MAR,RJ00079729,3860012258,3.8,9.0,Motor,45.0,,,1.0,,Deferida,RJ,3.02.002,3.9,3. Rede de Arrasto
13708,HEROI DO MAR,CE00029074,161M2007004181,,5.65,Vela,,,,4.0,30.0,Deferida,CE,5.01.004,5.3,5. Armadilha
13709,HEROI DO MAR I,PA00116880,0210233036,2.4,8.2,Motor,18.0,,,,,Deferida,PA,2.04.003,2.11,2. Rede de Emalhe
13710,HEROI DO MAR II,PA00116900,0210233044,4.27,9.5,Motor,18.0,,,,,Deferida,PA,2.04.003,2.11,2. Rede de Emalhe
13711,Heroina do Mar I,MA00127949,1210125439,5.0,8.1,Motor,18.0,,100.0,3.0,,Deferida,MA,2.00.000,null,2. Rede de Emalhe
13712,HERÓIS DA FÉ,SC00008698,4430121079,48.0,17.8,Motor,180.0,,10000.0,4.0,,Deferida,SC,1.10.002,1.18,1. Linha
13713,HERÓIS DA FÉ,SC00329609,4430500053,6.0,8.83,Motor,90.0,,,,,Deferida,SC,4.01.002,4.4,4. Rede de Cerco
13714,HEROIS NA FÉ,SC00289126,4430473676,15.0,9.8,Motor,60.0,,,2.0,,Deferida,SC,4.01.002,4.4,4. Rede de Cerco
13715,HERON,SC00167009,443M2012004200,,5.0,Motor,8.0,,10.0,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13716,HETHAL,SC00328607,4430499179,2.0,5.43,Motor,11.0,,,,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
13717,HEVERESTE,CE00023846,1610055390,9.1,9.5,Motor,64.0,,4687.0,5.0,220.0,Deferida,CE,5.01.003,5.2,5. Armadilha
13718,HEVERTON,PB00018411,2010076761,9.8,11.1,Motor,80.0,2.5,1000.0,6.0,300.0,Deferida,PB,5.01.001,5.1,5. Armadilha
13719,HEVERTON I,CE00314528,1620024519,46.0,15.2,Motor,234.0,,,8.0,,Deferida,CE,1.10.001,1.17,1. Linha
13720,HEVERTON II,CE00308369,1620024403,43.0,15.2,Motor,177.0,,,3.0,,Deferida,CE,1.10.001,1.17,1. Linha
13721,HEVERTON III,CE00314776,1620024446,41.0,14.9,Motor,117.0,24.56,,8.0,,Deferida,CE,1.10.001,1.17,1. Linha
13722,HEVERTON IV,CE00314550,1620024586,43.0,14.7,Motor,117.0,,,3.0,,Deferida,CE,1.10.001,1.17,1. Linha
13723,H H SIMAS,SC00246810,4418910042,0.1,6.67,Motor,7.5,,,2.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
13724,HIAGO,CE00100921,161M2007007112,,4.4,Vela,,,,4.0,30.0,Deferida,CE,5.01.004,5.3,5. Armadilha
13725,HIAGO I,RN00028268,181M2007001322,0.5,4.22,"Motor, Vela",7.0,,,3.0,100.0,Deferida,RN,5.01.004,5.3,5. Armadilha
13726,HIARLE,PR00285826,421M2008003928,,5.9,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
13727,HIATE PENA,AP00215565,0220070971,3.31,9.5,Motor,18.0,,200.0,1.0,,Deferida,AP,2.04.004,2.12,2. Rede de Emalhe
13729,HIGH LEVEL II,CE00029088,161M2009000410,,4.07,Vela,,,,4.0,30.0,Deferida,CE,5.01.004,5.3,5. Armadilha
13730,HIGO I,CE00034359,161M2007002013,,4.12,Vela,,,,4.0,30.0,Deferida,CE,5.01.004,5.3,5. Armadilha
13731,HIGOR,SC00079741,4430089256,4.8,8.4,Motor,60.0,,,2.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
13733,HIGOR I,SC00056255,4410457241,5.0,8.65,Motor,18.0,,,,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13734,HIGOR I,SC00168891,441M2008001637,,4.0,Remo,,,,3.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13735,HIGOR I,ES00151214,3420050917,20.0,14.3,Motor,120.0,,,7.0,,Deferida,ES,1.02.001,1.3,1. Linha
13736,HILDAMAR,ES00142337,3420043805,5.5,9.2,Motor,33.0,,300.0,6.0,,Deferida,ES,6.01.001,6.1,6. Diversificada
13737,HILDA MARIA,PB00211991,2010216253,2.0,7.2,Motor,18.0,,,5.0,,Deferida,PB,6.03.003,6.5,6. Diversificada
13738,HILDENIA,CE00100417,1830058690,2.0,7.15,"Motor, Vela",50.0,,,5.0,110.0,Deferida,CE,5.01.004,5.3,5. Armadilha
13739,HILIZABETH,SC00079767,442M2005004648,,5.0,Motor,8.0,,,1.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
13740,HILLARY,PR00285838,421M2004001941,,6.08,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
13741,HIOKI,SP00110490,401M2001126005,,5.0,Remo,,,,2.0,,Deferida,SP,6.03.001,6.6,6. Diversificada
13742,HIPERTENSÃO,RS00039669,4610070855,17.5,14.1,Motor,118.0,,,4.0,,Deferida,RS,2.04.001,2.4,2. Rede de Emalhe
13743,HIRLAN,RJ00064048,3850002454,6.9,10.0,Motor,96.0,,,,,Deferida,RJ,3.02.002,3.9,3. Rede de Arrasto
13744,HIRO SHO,SC00012009,4430045071,61.0,22.6,Motor,330.0,,,6.0,,Deferida,SC,4.01.005,4.2,4. Rede de Cerco
13745,HIROSHO I,SC00264360,4430493952,161.0,26.0,Motor,500.0,70.0,23650.0,4.0,,Deferida,SC,4.01.005,4.2,4. Rede de Cerco
13746,HIVYS,PA00006546,0210311568,15.8,11.5,Motor,140.0,12.0,8000.0,3.0,,Deferida,PA,1.09.002,1.9,1. Linha
13747,HOGAR II,SP00094287,4430082588,2.6,8.02,Motor,18.0,,,2.0,,Deferida,SP,3.02.002,3.9,3. Rede de Arrasto
13748,HOLANDES VOADOR,SC00203924,445M2011000392,,4.4,Motor,40.0,,,6.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13749,HOLANDES VOADOR II,PR00117304,421M2010002158,,4.18,Remo,,,,2.0,,Deferida,PR,6.04.001,null,6. Diversificada
13750,HOLIDAY,ES00184441,3410129740,1.9,7.0,Motor,,,,4.0,,Deferida,ES,6.03.001,6.6,6. Diversificada
13751,HOLLYWOOD,SC00188109,442M2006001231,,6.8,Motor,15.0,,,1.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13752,HOLLYWOOD,ES00018425,3420045395,4.9,9.32,Motor,33.0,,1.5,6.0,200.0,Deferida,ES,5.01.001,5.1,5. Armadilha
13753,HOLLYWOOD II,CE00033185,1630038229,2.7,9.2,Vela,,,,5.0,110.0,Deferida,CE,5.01.004,5.3,5. Armadilha
13754,HOLLYWOOD II,CE00018437,1810040671,6.0,8.79,Motor,48.0,,,5.0,200.0,Deferida,CE,5.01.001,5.1,5. Armadilha
13755,HOLLYWOOD III,CE00029096,161M2005001068,,6.45,Vela,,,,5.0,80.0,Deferida,CE,5.01.004,5.3,5. Armadilha
13756,HOMEGA,SC00251015,443M2014002568,,5.05,Remo,,,,2.0,,Deferida,SC,2.04.001,2.4,2. Rede de Emalhe
13757,HOMEM DE FÉ,RJ00201918,3877048501,10.0,9.9,Motor,33.0,1.0,,3.0,,Deferida,RJ,1.02.002,1.7,1. Linha
13758,HOMEM DE NAZARE,CE00287514,161M2014000266,,4.1,Vela,,,,,,Deferida,CE,2.02.002,2.5,2. Rede de Emalhe
13759,HOMEN DE NAZARE,ES00342357,3420053231,4.3,8.26,Motor,18.0,,,4.0,,Deferida,ES,1.06.001,1.14,1. Linha
13760,HONDA AZUL,ES00125777,3410236104,5.8,8.95,Motor,22.0,,,5.0,,Deferida,ES,1.06.001,1.14,1. Linha
13761,HOPE III,CE00112458,1610034309,93.2,22.65,Motor,283.0,,,10.0,750.0,Deferida,CE,5.01.001,5.1,5. Armadilha
13762,HOREBE X,AL00248724,2412223068,2.7,7.4,Motor,18.0,,,3.0,,Deferida,AL,1.03.005,1.6,1. Linha
13763,HORIZONTE,SC00168329,441M2006001343,,4.5,Remo,,,,2.0,,Deferida,SC,2.02.001,2.2,2. Rede de Emalhe
13765,HORIZONTE AZUL,SC00047818,4430108684,4.5,8.5,Motor,18.0,,300.0,2.0,,Deferida,SC,3.02.002,3.9,3. Rede de Arrasto
13766,HORIZONTE DE SOURE,PA00104197,0210255552,3.9,9.1,Motor,18.0,,,,,Deferida,PA,2.04.003,2.11,2. Rede de Emalhe
13767,HORIZONTE DO NORTE,PA00118088,0210316918,13.7,15.0,Motor,114.0,,,4.0,,Deferida,PA,2.04.003,2.11,2. Rede de Emalhe
13768,Horizonte I,CE00029180,1830059165,3.0,7.6,Vela,,,,5.0,110.0,Deferida,CE,5.01.004,5.3,5. Armadilha
13769,HORIZONTE I,PE00103395,2210147298,55.0,18.0,Motor,250.0,,18000.0,5.0,,Deferida,PE,1.01.002,1.1,1. Linha
13770,Horizonte II,PE00118230,2210150451,43.4,16.0,Motor,250.0,,,,,Deferida,PE,1.01.002,1.1,1. Linha
13771,HORIZONTE II,SP00079791,4040083041,7.3,7.3,Motor,18.0,,,1.0,,Deferida,SP,3.02.002,3.9,3. Rede de Arrasto
13772,HORIZONTE III,PE00105777,2210150698,60.0,18.3,Motor,250.0,,18000.0,5.0,,Deferida,PE,1.01.002,1.1,1. Linha
13773,HORIZONTE IV,PR00079811,4211462466,,6.5,Motor,11.0,,,4.0,,Deferida,PR,3.02.002,3.9,3. Rede de Arrasto
13774,HORIZONTE IV,SP00079807,4030048765,4.4,9.23,Motor,60.0,,,3.0,,Deferida,SP,3.02.002,3.9,3. Rede de Arrasto
13775,HORIZONTE IX,CE00029108,161M2007004385,,5.0,Vela,,,,4.0,30.0,Deferida,CE,5.01.004,5.3,5. Armadilha
